Protein_ID,Type,Tm,pLDDT,Status
Q5SM66,thermo,82.74611696,95.12,High quality
Q5SM69,thermo,76.98770974,87.31,High quality
Q5SM70,thermo,86.80394886,95.69,High quality
Q5SM75,thermo,82.87827481,97.44,High quality
Q5SM76,thermo,88.34438375,97.75,High quality
Q5SM78,thermo,78.76904498,95.25,High quality
Q5SM80,thermo,70.1602871,88.5,High quality
Q5SM81,thermo,86.45953811,94.81,High quality
Q5SM84,thermo,80.16504538,90.88,High quality
Q5SM85,thermo,67.00157038,91.19,High quality
Q5SM88,thermo,70.92537303,88.75,High quality
Q5SM89,thermo,87.1180318,93.0,High quality
Q5SM92,thermo,82.80392536,93.94,High quality
Q5SM94,thermo,88.64208765,91.38,High quality
Q5SM95,thermo,86.39307484,95.19,High quality
Q5SMA3,thermo,79.29755726,96.12,High quality
Q5SMC0,thermo,80.35378201,92.81,High quality
Q5SMC1,thermo,74.05905092,95.11,High quality
Q5SMC3,thermo,78.35792698,86.5,High quality
Q5SMC5,thermo,85.34117868,97.07,High quality
Q5SMC7,thermo,74.48495541,93.34,High quality
Q5SMC8,thermo,78.38271211,95.92,High quality
Q5SMC9,thermo,71.20187869,90.25,High quality
Q5SMD0,thermo,63.7026269,94.88,High quality
Q5SMD2,thermo,65.2943758,90.69,High quality
Q5SMD5,thermo,68.27933049,77.88,High quality
Q5SMD7,thermo,77.87509642,92.91,High quality
Q5SMD8,thermo,83.98903333,96.25,High quality
Q5SME2,thermo,85.14560816,92.38,High quality
Q5SME5,thermo,88.26258776,80.69,High quality
Q5SME6,thermo,76.96956078,82.69,High quality
Q5SME7,thermo,63.81254547,91.62,High quality
Q5SME9,thermo,71.11381638,91.28,High quality
Q5SMF2,thermo,66.77375683,94.06,High quality
Q5SMF5,thermo,77.38418637,95.44,High quality
Q5SMF6,thermo,86.27160755,95.07,High quality
Q5SMF7,thermo,84.87336309,85.75,High quality
Q5SMF8,thermo,87.43575948,97.44,High quality
Q5SMG4,thermo,66.63400423,89.25,High quality
Q5SMG6,thermo,89.57154737,97.31,High quality
Q5SMG9,thermo,78.23348844,96.62,High quality
Q5SMH0,thermo,63.04571275,92.66,High quality
Q5SMH1,thermo,85.53221142,90.94,High quality
Q5SMH2,thermo,79.24260729,95.95,High quality
Q5SMH5,thermo,80.20921122,82.19,High quality
Q5SMH6,thermo,85.2002572,94.0,High quality
Q5SMH7,thermo,84.51476524,92.38,High quality
Q5SMH8,thermo,86.66830399,95.33,High quality
Q5SMH9,thermo,83.64991539,97.44,High quality
Q60019,thermo,73.59852251,89.03,High quality
Q60049,thermo,82.64188214,97.23,High quality
Q76G20,thermo,79.50466606,92.52,High quality
Q7SIB9,thermo,77.16767403,93.14,High quality
Q7SIC0,thermo,86.81479924,96.4,High quality
Q7SIC7,thermo,86.12500992,97.92,High quality
Q84BQ9,thermo,83.48820085,95.11,High quality
Q8RQE7,thermo,67.10484857,87.56,High quality
Q8RQE8,thermo,88.18196282,90.76,High quality
Q8RQE9,thermo,88.24225375,92.1,High quality
Q8RR57,thermo,82.29737237,90.31,High quality
Q8VVE2,thermo,78.62635696,75.6,High quality
Q8VVE3,thermo,90.83737969,66.36,Low quality (pLDDT < 70)
Q9F1Q3,thermo,74.51875352,92.13,High quality
Q9LCX2,thermo,66.7354018,94.21,High quality
Q9LCY2,thermo,76.43278752,93.36,High quality
Q9RA63,thermo,89.86697885,89.07,High quality
Q9WX76,thermo,85.92396571,93.09,High quality
Q9X9D5,thermo,68.05147042,88.1,High quality
Q9Z9H5,thermo,89.24666196,96.18,High quality
Q9ZND4,thermo,82.16075851,95.17,High quality
Q9ZND5,thermo,83.72406742,97.17,High quality
O13297,meso,51.33581043,69.9,Low quality (pLDDT < 70)
O13516,meso,42.44430479,93.59,High quality
O13547,meso,46.31080775,59.59,Low quality (pLDDT < 70)
O13563,meso,48.05931942,67.78,Low quality (pLDDT < 70)
O14467,meso,44.47427524,79.68,High quality
P00044,meso,48.66778021,97.55,High quality
P00330,meso,41.31786312,96.42,High quality
P00359,thermo,60.49051525,98.03,High quality
P00360,meso,52.46200473,98.22,High quality
P00427,meso,54.41641674,86.22,High quality
P00445,thermo,62.03702984,97.61,High quality
P00498,meso,55.21035697,95.13,High quality
P00549,meso,49.6832898,96.1,High quality
P00560,meso,49.72077895,96.65,High quality
P00729,thermo,60.95983695,87.8,High quality
P00812,meso,52.68782229,94.04,High quality
P00815,meso,48.68105247,91.41,High quality
P00817,meso,56.62489879,97.6,High quality
P00830,meso,53.23386449,86.19,High quality
P00890,meso,49.83334586,92.45,High quality
P00899,meso,48.20798773,94.09,High quality
P00924,meso,53.92996212,97.47,High quality
P00925,meso,48.97488044,97.46,High quality
P00927,meso,40.21979197,86.56,High quality
P00931,thermo,65.93071534,92.99,High quality
P00937,meso,41.60153372,92.77,High quality
P00942,thermo,61.79279359,97.19,High quality
P00950,meso,51.0742751,95.97,High quality
P00958,meso,45.84273844,93.79,High quality
P01120,meso,46.82091713,71.02,High quality
P01123,meso,43.28493021,85.4,High quality
P02309,meso,58.07965761,88.06,High quality
P02400,meso,50.63682462,71.08,High quality
P02406,meso,53.24076398,94.03,High quality
P02407,meso,49.21203029,88.42,High quality
P02829,meso,47.77089839,85.01,High quality
P02992,meso,53.27619538,86.95,High quality
P02994,meso,40.11225974,89.52,High quality
P03965,meso,47.85692403,92.73,High quality
P04050,meso,51.94808044,80.48,High quality
P04076,meso,49.71070385,95.64,High quality
P04147,meso,42.58255291,81.06,High quality
P04161,meso,56.25794759,97.37,High quality
P04449,meso,53.74132152,82.54,High quality
P04456,meso,51.73777938,93.11,High quality
P04650,meso,52.22125978,92.29,High quality
P04801,meso,49.2272935,91.28,High quality
P04802,meso,46.19682292,92.38,High quality
P04807,meso,43.04484911,95.93,High quality
P04840,thermo,68.02342936,94.33,High quality
P05030,meso,45.69084246,77.35,High quality
P05150,thermo,65.00479192,94.37,High quality
P05318,meso,46.93574478,69.53,Low quality (pLDDT < 70)
P05319,meso,48.15913927,71.63,High quality
P05373,meso,53.24931026,96.25,High quality
P05453,meso,58.14926601,71.8,High quality
P05694,thermo,67.70790703,96.03,High quality
P05737,meso,55.80329678,94.26,High quality
P05738,meso,55.89390032,94.67,High quality
P05739,meso,54.27286226,93.34,High quality
P05740,meso,56.14741452,92.9,High quality
P05743,meso,56.79791025,94.26,High quality
P05745,meso,51.57262201,92.1,High quality
P05748,meso,49.42023916,96.3,High quality
P05749,meso,54.86623928,86.89,High quality
P05750,meso,49.96034321,91.35,High quality
P05759,meso,49.2230704,89.79,High quality
P06101,meso,44.37510954,80.65,High quality
P06105,meso,40.83473043,77.94,High quality
P06115,meso,51.61544516,92.56,High quality
P06168,meso,47.10179181,89.82,High quality
P06169,meso,51.48452524,98.41,High quality
P06634,meso,42.94998147,76.15,High quality
P06738,meso,49.84737546,93.91,High quality
P06776,meso,56.21263888,89.29,High quality
P06780,meso,43.59815593,88.85,High quality
P06785,meso,55.71297028,96.04,High quality
P06786,meso,46.25599148,77.74,High quality
P06787,meso,40.27744964,80.3,High quality
P07149,meso,46.12870046,93.03,High quality
P07170,meso,41.891178,93.38,High quality
P07213,meso,55.46877384,83.28,High quality
P07244,meso,52.31313827,93.01,High quality
P07245,meso,46.0776551,93.68,High quality
P07246,thermo,61.63048456,92.79,High quality
P07251,meso,43.79550924,90.71,High quality
P07256,meso,57.94036128,91.71,High quality
P07259,meso,48.1872693,87.59,High quality
P07262,thermo,66.02799439,96.26,High quality
P07263,meso,44.87589504,87.14,High quality
P07267,meso,46.75226129,86.6,High quality
P07274,meso,52.0921797,97.88,High quality
P07275,meso,53.87170797,95.45,High quality
P07277,meso,59.54602146,92.75,High quality
P07283,thermo,63.80426736,95.45,High quality
P07284,meso,44.28443862,94.83,High quality
P07560,meso,49.55869518,82.57,High quality
P07702,meso,52.09291434,86.91,High quality
P07703,meso,53.09930551,93.55,High quality
P07806,meso,46.1081688,88.49,High quality
P07991,meso,42.41237282,96.96,High quality
P08518,meso,51.81847156,87.06,High quality
P08524,meso,46.23275308,95.62,High quality
P08566,meso,55.14867959,89.57,High quality
P09032,meso,49.47218739,73.91,High quality
P09064,meso,53.95333553,68.57,Low quality (pLDDT < 70)
P09232,meso,55.46205247,74.56,High quality
P09436,meso,49.31288936,91.05,High quality
P09440,meso,47.09463651,91.67,High quality
P09457,meso,50.71293309,82.47,High quality
P09938,meso,56.3115193,83.17,High quality
P09950,meso,43.15063028,90.72,High quality
P0C0V8,meso,49.128949,94.12,High quality
P0C2I4,meso,50.03395776,55.46,Low quality (pLDDT < 70)
P0CX23,meso,45.00755292,94.03,High quality
P0CX25,meso,55.2023861,96.22,High quality
P0CX27,meso,55.88928626,93.62,High quality
P0CX29,meso,55.62670397,93.68,High quality
P0CX31,meso,52.84988057,93.18,High quality
P0CX33,meso,49.47277717,83.36,High quality
P0CX35,meso,50.22456028,94.91,High quality
P0CX37,meso,51.89158469,94.6,High quality
P0CX39,meso,49.71397584,92.38,High quality
P0CX41,meso,54.54669305,95.07,High quality
P0CX43,meso,54.10197284,78.11,High quality
P0CX45,meso,54.13132402,95.55,High quality
P0CX47,meso,53.90598586,87.58,High quality
P0CX49,meso,56.8396782,92.39,High quality
P0CX51,meso,53.0042749,95.51,High quality
P0CX53,meso,51.40644677,70.55,High quality
P0CX55,meso,51.28928004,90.62,High quality
P0CX74,meso,51.4468895,56.3,Low quality (pLDDT < 70)
P0CX82,meso,54.92180348,95.07,High quality
P0CX84,meso,54.44950916,93.98,High quality
P10081,meso,50.28716957,88.31,High quality
P10127,meso,50.38441145,96.86,High quality
P10356,meso,51.04311894,95.47,High quality
P10591,meso,46.07907451,88.92,High quality
P10592,meso,43.29112296,89.2,High quality
P10622,thermo,68.10508117,67.8,Low quality (pLDDT < 70)
P10662,meso,47.40459698,80.49,High quality
P10664,meso,55.87654817,92.1,High quality
P11075,meso,45.46136574,70.88,High quality
P11076,meso,47.92478313,84.49,High quality
P11154,meso,48.80379024,90.26,High quality
P11353,meso,53.44208668,94.26,High quality
P11412,meso,47.25446228,93.68,High quality
P11484,meso,42.94397405,91.93,High quality
P11491,thermo,68.6422073,90.47,High quality
P11745,meso,43.7536418,93.78,High quality
P11938,meso,49.9004394,66.62,Low quality (pLDDT < 70)
P11986,meso,51.09412875,95.13,High quality
P12612,meso,58.87166261,87.81,High quality
P12695,meso,53.93800128,79.25,High quality
P12709,meso,54.30944536,96.93,High quality
P13188,meso,43.26384191,90.92,High quality
P13298,meso,43.37407061,92.4,High quality
P13663,meso,44.92920593,97.46,High quality
P14020,meso,54.10326535,91.25,High quality
P14065,meso,57.5866129,97.09,High quality
P14120,meso,56.97884994,91.74,High quality
P14126,meso,49.42111091,96.44,High quality
P14306,meso,51.12110834,92.76,High quality
P14540,meso,42.77918131,95.24,High quality
P14832,meso,49.66808906,98.16,High quality
P14904,meso,42.80759922,94.14,High quality
P14906,meso,43.40920349,82.69,High quality
P15019,meso,46.80922851,95.61,High quality
P15108,meso,45.06700384,85.53,High quality
P15180,meso,42.49242417,90.99,High quality
P15303,meso,45.98345039,91.86,High quality
P15565,meso,51.44668357,86.07,High quality
P15624,meso,52.72330933,94.0,High quality
P15625,meso,52.30637471,89.67,High quality
P15703,meso,59.72711531,93.33,High quality
P15705,meso,51.1634301,86.39,High quality
P15992,meso,41.58191844,70.6,High quality
P16120,meso,56.88165833,95.41,High quality
P16140,meso,49.1682179,85.76,High quality
P16370,meso,55.84453388,87.2,High quality
P16451,meso,45.29339431,75.18,High quality
P16474,meso,47.21655746,85.28,High quality
P16521,meso,41.24524335,82.19,High quality
P16550,meso,42.45791671,93.13,High quality
P16603,meso,52.73839216,94.03,High quality
P16649,thermo,62.34371099,74.49,High quality
P16861,meso,53.25635506,88.78,High quality
P17076,meso,51.88990876,91.04,High quality
P17255,meso,49.98862037,84.81,High quality
P17505,meso,51.38383087,94.11,High quality
P17555,meso,51.31588073,80.8,High quality
P17649,meso,44.16320161,97.68,High quality
P17695,meso,43.30360209,92.44,High quality
P17891,meso,56.63407432,73.98,High quality
P17967,meso,43.82157243,90.57,High quality
P18414,meso,54.69129449,88.11,High quality
P19097,meso,49.33491512,87.14,High quality
P19262,meso,55.10664744,75.25,High quality
P19414,meso,50.40737394,95.53,High quality
P19812,meso,51.20413474,80.21,High quality
P19881,meso,58.05591508,95.34,High quality
P19882,meso,50.35421805,88.13,High quality
P20051,meso,55.73664928,95.66,High quality
P20081,meso,51.15330863,97.55,High quality
P20433,meso,53.83105084,85.0,High quality
P20967,meso,44.01093568,89.39,High quality
P21242,meso,54.90558805,88.89,High quality
P21243,meso,42.58176039,94.63,High quality
P21264,meso,57.30892169,92.42,High quality
P21524,meso,50.17646193,87.28,High quality
P21623,meso,57.48783485,90.47,High quality
P21734,meso,59.97195881,85.26,High quality
P21827,meso,49.51721898,90.13,High quality
P21954,meso,51.8242852,94.96,High quality
P22082,meso,53.08600758,65.0,Low quality (pLDDT < 70)
P22137,meso,44.01004067,75.5,High quality
P22138,meso,49.30965916,89.68,High quality
P22146,meso,48.53238976,84.94,High quality
P22202,meso,45.32171844,88.95,High quality
P22217,thermo,67.08519797,97.51,High quality
P22515,meso,45.43043484,93.59,High quality
P22768,meso,43.35589864,96.02,High quality
P22936,thermo,67.50713002,91.96,High quality
P22943,meso,49.53127123,61.63,Low quality (pLDDT < 70)
P23248,meso,48.1245002,86.13,High quality
P23254,meso,57.28518674,98.13,High quality
P23301,meso,53.50710837,88.0,High quality
P23542,thermo,63.11162331,96.9,High quality
P23615,meso,56.79631923,80.65,High quality
P23638,thermo,64.80405761,93.08,High quality
P24280,meso,49.1867312,93.83,High quality
P24521,meso,51.57867441,93.26,High quality
P25039,meso,49.08888868,83.41,High quality
P25043,thermo,64.07142306,93.58,High quality
P25045,meso,54.61432382,90.22,High quality
P25294,meso,56.52475307,78.54,High quality
P25340,meso,55.62292121,92.1,High quality
P25342,meso,42.7861639,84.43,High quality
P25349,meso,58.40073284,88.83,High quality
P25371,meso,46.27885368,79.43,High quality
P25386,meso,50.83945034,73.58,High quality
P25443,meso,49.90188729,88.36,High quality
P25491,meso,51.73432968,82.05,High quality
P25567,meso,48.25508501,60.67,Low quality (pLDDT < 70)
P25719,meso,49.02798456,92.65,High quality
P26263,meso,57.11827051,98.02,High quality
P26321,meso,56.71580191,94.07,High quality
P26637,meso,43.55967529,90.46,High quality
P26783,meso,50.69782798,90.81,High quality
P26784,meso,54.30583615,94.89,High quality
P26785,meso,56.93695463,95.87,High quality
P26786,meso,51.12931683,89.88,High quality
P27614,meso,53.08280142,89.59,High quality
P27616,meso,49.5666573,96.73,High quality
P27810,meso,56.09257235,95.13,High quality
P27999,meso,43.84084313,84.19,High quality
P28272,meso,49.30181298,97.09,High quality
P28273,meso,52.66712278,89.87,High quality
P28707,meso,54.5480937,74.46,High quality
P28777,meso,47.98893998,93.84,High quality
P28834,meso,52.4787,91.23,High quality
P29029,meso,46.52346972,77.19,High quality
P29311,meso,53.22363723,91.42,High quality
P29453,meso,51.48778737,91.13,High quality
P29468,meso,48.87790058,91.24,High quality
P29509,meso,43.90668878,96.25,High quality
P29547,meso,44.00577268,90.6,High quality
P29952,meso,44.90094972,96.34,High quality
P30624,meso,49.9331288,92.47,High quality
P30657,thermo,64.76355806,93.23,High quality
P30822,meso,50.98375337,88.77,High quality
P30902,meso,49.0417065,80.62,High quality
P31116,meso,56.39178863,96.22,High quality
P31373,thermo,67.03858415,96.34,High quality
P31412,meso,46.01002205,89.0,High quality
P31539,meso,51.30586273,84.35,High quality
P31688,meso,50.61365675,88.3,High quality
P31787,meso,46.18728543,95.2,High quality
P32074,meso,43.20443171,84.02,High quality
P32179,meso,52.33562043,94.59,High quality
P32191,meso,53.14813694,87.22,High quality
P32263,meso,52.0647253,96.51,High quality
P32264,meso,48.25089124,85.47,High quality
P32288,meso,42.28097857,96.38,High quality
P32316,meso,51.24036305,96.01,High quality
P32324,meso,56.92957481,89.82,High quality
P32327,meso,53.90190649,90.41,High quality
P32340,meso,43.40070604,89.88,High quality
P32347,thermo,64.81785384,96.84,High quality
P32366,meso,57.54296347,83.29,High quality
P32377,meso,55.21613912,94.74,High quality
P32386,meso,45.36622099,78.83,High quality
P32419,meso,47.97266027,96.15,High quality
P32445,thermo,69.60513134,88.54,High quality
P32454,meso,54.27753668,89.14,High quality
P32457,meso,50.14668964,74.91,High quality
P32471,meso,45.04627065,81.6,High quality
P32473,meso,42.08963552,93.0,High quality
P32476,meso,40.45765611,94.67,High quality
P32496,meso,46.00027883,74.45,High quality
P32497,meso,54.96701292,77.21,High quality
P32528,meso,45.51041794,91.92,High quality
P32558,meso,53.47441974,83.13,High quality
P32563,meso,50.28304335,80.76,High quality
P32565,meso,47.57227725,83.76,High quality
P32582,meso,50.67114997,89.2,High quality
P32598,meso,48.67105516,94.62,High quality
P32599,meso,47.15986029,87.3,High quality
P32610,meso,52.33706695,83.84,High quality
P32614,meso,53.26351494,96.96,High quality
P32628,meso,46.96119273,67.78,Low quality (pLDDT < 70)
P32771,meso,54.86778462,96.44,High quality
P32774,meso,58.83923391,87.69,High quality
P32787,meso,46.90745241,75.95,High quality
P32794,thermo,66.57598037,75.23,High quality
P32799,meso,43.18319167,91.67,High quality
P32800,meso,51.61645427,81.54,High quality
P32803,meso,51.95665817,85.93,High quality
P32804,meso,52.2099222,83.37,High quality
P32861,meso,45.33411068,90.92,High quality
P32891,meso,51.14718887,88.51,High quality
P32895,meso,51.28145158,82.26,High quality
P32898,meso,57.39162432,93.57,High quality
P32905,meso,52.08358604,87.78,High quality
P33204,meso,46.71547592,93.76,High quality
P33299,meso,53.48623917,78.07,High quality
P33317,meso,54.32895636,94.87,High quality
P33327,meso,54.9265505,85.81,High quality
P33330,meso,42.41637503,97.49,High quality
P33331,meso,53.47875255,94.61,High quality
P33401,meso,55.30507511,96.24,High quality
P33418,meso,43.10672378,81.1,High quality
P33734,meso,46.16713665,95.24,High quality
P33775,meso,46.60325052,91.28,High quality
P34216,meso,51.82353224,57.0,Low quality (pLDDT < 70)
P34240,meso,51.16561522,60.48,Low quality (pLDDT < 70)
P34730,meso,47.12348131,91.84,High quality
P34760,meso,51.17884067,97.31,High quality
P35176,meso,55.5868218,90.17,High quality
P35178,meso,54.26285514,86.77,High quality
P35194,meso,42.14130131,81.2,High quality
P35197,meso,46.28026611,68.26,Low quality (pLDDT < 70)
P35691,meso,45.33126792,90.33,High quality
P35729,meso,57.77547011,85.95,High quality
P35732,thermo,69.54792713,51.81,Low quality (pLDDT < 70)
P35844,meso,50.18723095,91.28,High quality
P36015,meso,52.24192317,83.97,High quality
P36037,thermo,65.48325856,89.04,High quality
P36059,meso,54.13436748,93.69,High quality
P36136,meso,52.56345298,92.37,High quality
P36156,thermo,61.88621194,94.32,High quality
P36421,meso,45.7605982,88.67,High quality
P37012,meso,50.77674207,96.28,High quality
P37267,meso,48.07709238,84.12,High quality
P37291,meso,50.4345653,97.15,High quality
P37292,thermo,61.24370082,94.72,High quality
P37297,meso,48.20023517,80.43,High quality
P37299,meso,52.36673357,72.02,High quality
P37302,meso,47.33408279,85.56,High quality
P37303,meso,46.26826296,93.37,High quality
P37898,meso,51.59207336,95.78,High quality
P38009,thermo,61.57355119,96.47,High quality
P38011,thermo,61.33236304,93.31,High quality
P38013,meso,43.41735666,96.13,High quality
P38061,meso,59.76787117,92.98,High quality
P38069,meso,46.31132886,87.8,High quality
P38074,meso,53.43359137,95.22,High quality
P38075,meso,43.74761112,96.06,High quality
P38077,meso,52.80864418,86.89,High quality
P38088,meso,43.8931962,89.52,High quality
P38109,thermo,68.67585403,88.31,High quality
P38115,meso,50.28029872,94.56,High quality
P38130,meso,54.12550804,92.59,High quality
P38205,meso,54.3978243,84.58,High quality
P38219,thermo,63.09708,88.32,High quality
P38221,thermo,60.33226108,83.97,High quality
P38235,meso,57.16549607,93.82,High quality
P38248,meso,52.32724847,84.58,High quality
P38249,meso,46.52363927,79.1,High quality
P38250,meso,55.4829565,65.43,Low quality (pLDDT < 70)
P38260,meso,47.82917044,93.55,High quality
P38295,meso,44.66944708,93.66,High quality
P38328,meso,50.56808035,88.89,High quality
P38342,thermo,63.7762786,89.39,High quality
P38426,meso,51.52698104,73.04,High quality
P38555,meso,44.47002106,81.95,High quality
P38616,meso,48.83470551,77.09,High quality
P38624,thermo,65.59263887,94.11,High quality
P38625,meso,43.83528527,89.59,High quality
P38627,meso,49.66723782,94.33,High quality
P38631,meso,51.43864621,80.13,High quality
P38689,meso,50.62758714,94.08,High quality
P38697,meso,52.42338074,93.86,High quality
P38701,meso,51.84761704,87.83,High quality
P38707,meso,46.28910098,94.04,High quality
P38714,meso,59.24312344,85.3,High quality
P38716,meso,52.41083299,96.79,High quality
P38720,meso,44.21029012,96.36,High quality
P38764,meso,44.43695241,63.15,Low quality (pLDDT < 70)
P38765,meso,59.69103473,97.12,High quality
P38769,meso,52.02058275,87.06,High quality
P38777,meso,55.52925196,96.91,High quality
P38788,meso,48.43018171,93.46,High quality
P38791,meso,42.152432,95.13,High quality
P38792,meso,49.19439181,80.52,High quality
P38795,meso,50.23908249,95.27,High quality
P38804,meso,40.47590852,80.76,High quality
P38805,meso,59.33542015,89.36,High quality
P38810,meso,47.41771145,84.86,High quality
P38817,meso,57.33698797,73.06,High quality
P38825,meso,46.75539337,82.32,High quality
P38836,thermo,67.41486887,88.41,High quality
P38840,meso,53.38051429,93.44,High quality
P38845,meso,53.99082279,59.14,Low quality (pLDDT < 70)
P38856,meso,53.88575294,62.25,Low quality (pLDDT < 70)
P38858,meso,50.78422676,97.25,High quality
P38861,thermo,62.17939575,82.44,High quality
P38875,meso,45.18093172,87.82,High quality
P38879,meso,52.15545555,74.02,High quality
P38883,meso,52.90713054,74.18,High quality
P38885,meso,47.44482357,83.28,High quality
P38886,meso,54.04922427,77.48,High quality
P38968,meso,44.07672979,70.23,High quality
P38988,meso,54.80259751,90.85,High quality
P38998,meso,50.02320894,96.36,High quality
P39003,meso,51.6273715,84.13,High quality
P39015,meso,48.5546351,75.41,High quality
P39078,meso,54.54858064,88.54,High quality
P39109,meso,51.119871,82.93,High quality
P39111,meso,53.56985339,91.5,High quality
P39522,meso,48.74372104,94.47,High quality
P39676,meso,49.91090848,95.2,High quality
P39683,meso,48.20467057,95.27,High quality
P39685,meso,49.18765846,77.24,High quality
P39692,meso,43.4920947,91.12,High quality
P39726,meso,49.32154786,90.75,High quality
P39938,meso,50.62876427,86.73,High quality
P39940,meso,46.34862481,74.74,High quality
P39954,meso,44.51109711,96.54,High quality
P39958,meso,56.13563267,94.07,High quality
P39976,meso,50.43775391,96.02,High quality
P39986,meso,52.70658706,80.29,High quality
P40008,meso,54.06681351,90.43,High quality
P40016,meso,51.60771043,77.66,High quality
P40040,meso,50.67486665,71.32,High quality
P40047,meso,56.47587161,95.23,High quality
P40053,thermo,60.06975535,88.78,High quality
P40066,thermo,67.76862926,92.68,High quality
P40075,meso,46.63472106,77.06,High quality
P40093,thermo,67.93017576,94.97,High quality
P40106,meso,51.54170026,97.77,High quality
P40150,meso,42.77369101,92.15,High quality
P40157,meso,57.65050467,79.53,High quality
P40202,meso,49.16676736,85.84,High quality
P40303,meso,49.58107084,93.95,High quality
P40318,meso,49.48918997,69.22,Low quality (pLDDT < 70)
P40363,thermo,64.14261042,98.05,High quality
P40422,meso,51.66256285,78.94,High quality
P40454,meso,53.45781352,86.65,High quality
P40462,meso,48.57123143,91.97,High quality
P40478,meso,54.39793993,94.33,High quality
P40482,meso,48.50088755,86.93,High quality
P40495,meso,56.42268416,92.21,High quality
P40509,meso,48.11838486,92.98,High quality
P40825,meso,42.68714744,90.59,High quality
P40965,meso,55.42033133,76.92,High quality
P41057,meso,53.0857027,94.16,High quality
P41058,meso,53.2615519,94.17,High quality
P41277,meso,48.84270657,96.36,High quality
P41805,meso,51.50262828,95.03,High quality
P41810,meso,51.22571332,81.73,High quality
P41811,thermo,66.93964192,88.28,High quality
P41911,meso,48.13073083,84.31,High quality
P41921,meso,51.19591515,94.98,High quality
P41940,meso,46.4697947,96.09,High quality
P42935,meso,51.26420576,90.23,High quality
P42943,meso,43.00575322,85.73,High quality
P43577,meso,59.25825101,96.75,High quality
P43582,meso,54.30391169,57.3,Low quality (pLDDT < 70)
P43590,meso,50.23146155,90.55,High quality
P43603,meso,55.07831273,66.35,Low quality (pLDDT < 70)
P43612,thermo,67.1592179,69.36,Low quality (pLDDT < 70)
P43616,meso,52.9522636,96.24,High quality
P46367,meso,56.48771122,95.12,High quality
P46655,meso,44.39264935,91.76,High quality
P46669,meso,48.80219247,72.6,High quality
P46672,meso,41.03994241,85.68,High quality
P46680,meso,55.7944732,97.05,High quality
P46681,meso,56.51798739,90.95,High quality
P46970,meso,51.79005939,85.23,High quality
P46971,meso,58.21237193,91.63,High quality
P46984,meso,40.99812739,81.76,High quality
P46985,meso,54.75134851,87.22,High quality
P46990,meso,57.0384691,94.63,High quality
P46992,meso,48.77229623,89.97,High quality
P47001,meso,57.04966863,77.21,High quality
P47018,meso,43.90369955,64.27,Low quality (pLDDT < 70)
P47047,thermo,60.58087314,84.21,High quality
P47075,meso,54.07405597,81.94,High quality
P47095,meso,59.87480897,94.31,High quality
P47096,meso,54.0305618,93.53,High quality
P47143,meso,54.61935427,95.4,High quality
P47160,meso,54.01266043,64.8,Low quality (pLDDT < 70)
P47169,thermo,61.80714364,84.88,High quality
P47176,meso,43.02086494,96.19,High quality
P47912,meso,52.03261801,92.88,High quality
P48015,meso,47.04718146,94.72,High quality
P48164,meso,52.20936685,90.62,High quality
P48445,meso,41.45369924,89.9,High quality
P48510,meso,46.27882755,68.9,Low quality (pLDDT < 70)
P48570,meso,54.184677,87.34,High quality
P48589,meso,56.58248159,81.87,High quality
P48813,meso,43.56574974,80.1,High quality
P49089,meso,46.12947003,94.65,High quality
P49090,meso,48.53551618,94.42,High quality
P49095,thermo,61.24440589,93.79,High quality
P49167,meso,56.82445012,95.4,High quality
P49723,meso,50.85814617,86.08,High quality
P50094,meso,52.17040842,94.69,High quality
P50095,meso,53.3765964,94.27,High quality
P50861,meso,49.79549422,94.8,High quality
P51401,meso,55.77325261,95.71,High quality
P51402,meso,51.68321649,95.62,High quality
P52893,meso,53.49938081,85.03,High quality
P52910,meso,52.10026103,91.55,High quality
P52918,meso,55.51612804,84.88,High quality
P53009,meso,45.81305617,79.47,High quality
P53044,thermo,60.5621178,69.5,Low quality (pLDDT < 70)
P53078,meso,53.65373936,94.09,High quality
P53090,thermo,63.81454571,95.43,High quality
P53101,meso,53.89578775,91.65,High quality
P53104,meso,49.43351281,63.4,Low quality (pLDDT < 70)
P53141,meso,44.36815346,89.93,High quality
P53163,meso,50.84831208,67.21,Low quality (pLDDT < 70)
P53164,meso,43.02479857,94.68,High quality
P53184,meso,53.06310082,98.5,High quality
P53221,meso,56.33243398,95.68,High quality
P53250,meso,51.47647563,83.89,High quality
P53254,meso,51.07659959,85.72,High quality
P53261,meso,47.43104849,75.18,High quality
P53276,meso,56.13472751,76.5,High quality
P53281,meso,44.91074742,66.72,Low quality (pLDDT < 70)
P53303,thermo,65.60201948,78.78,High quality
P53334,meso,49.790176,78.28,High quality
P53337,thermo,62.59914821,74.68,High quality
P53622,meso,52.53182873,83.69,High quality
P53629,meso,50.90496766,72.55,High quality
P53691,meso,48.98317958,96.09,High quality
P53731,meso,52.37424467,87.02,High quality
P53733,meso,54.18407131,89.71,High quality
P53738,meso,45.81293435,96.5,High quality
P53839,meso,48.78044086,96.35,High quality
P53849,thermo,64.83156244,82.35,High quality
P53852,meso,52.69192959,88.96,High quality
P53860,meso,51.88965099,92.17,High quality
P53877,meso,45.93673987,78.29,High quality
P53889,meso,54.19898159,95.94,High quality
